Date,OUTPUT,
22/02/2023 08:45:12,"<li style=""padding-bottom:.5em"">Democratic governors in 20 states form reproductive rights alliance (<a href=""https://newjerseymonitor.com/2023/02/22/democratic-governors-in-20-states-form-reproductive-rights-alliance/"">NJ Monitor</a>)",
22/02/2023 08:44:47,"<li style=""padding-bottom:.5em"">LGBTQ-owned businesses could get NJ certification, opening them to benefits (<a href=""https://www.northjersey.com/story/news/politics/2023/02/22/nj-lgbtq-business-owners-could-receive-certification-benefits/69927853007/"">NorthJersey.com</a>)",
,-,
22/02/2023 15:48:05,"<li style=""padding-bottom:.5em"">New Jersey becomes first state to implement minimum SNAP benefits (<a href=""https://www.publicsq.org/food-agriculture/c7lxvdm1ejiruo6suzvmez9uzc0898"">Public Square</a>)",
23/02/2023 10:58:30,"<li style=""padding-bottom:.5em"">New Jersey’s plan to spend federal water aid leaves thousands without relief, critic warns (<a href=""https://newjerseymonitor.com/2023/02/23/new-jerseys-plan-to-spend-federal-water-aid-leaves-thousands-without-relief-critic-warns/"">NJ Monitor</a>)",
23/02/2023 11:04:39,"<li style=""padding-bottom:.5em"">N.J. promised to change how it probes police shootings. Critics say it isn’t working. (<a href=""https://www.nj.com/news/2023/02/nj-changed-the-way-it-handles-deaths-involving-police-is-the-system-working.html"">NJ.com</a>)",
,-,
24/02/2023 15:44:52,"<li style=""padding-bottom:.5em"">Federal agency says no evidence offshore wind activity responsible for whale deaths (<a href=""https://www.app.com/story/news/local/2023/02/23/federal-agency-says-no-evidence-offshore-wind-causing-whale-deaths/69933287007/"">Asbury Park Press</a>)",
24/02/2023 19:28:46,"<li style=""padding-bottom:.5em"">ELEC: Murphy administration tries to force executive director out over alleged anti-gay email (<a href=""https://www.politico.com/news/2023/02/24/elec-murphy-brindle-emails-00084338"">Politico</a>)",
27/02/2023 10:06:40,"<li style=""padding-bottom:.5em"">Murphy set to deliver Budget Address Feb. 28 (<a href=""https://njbiz.com/murphy-set-to-deliver-budget-address-feb-28/"">NJBIZ</a>)",
27/02/2023 10:11:36,"<li style=""padding-bottom:.5em"">Will Rutgers University unions decide to strike? Vote begins Tuesday (<a href=""https://www.app.com/story/news/education/2023/02/26/rutgers-university-union-vote-could-authorize-faculty-strike/69944974007/"">Asbury Park Press</a>)",
27/02/2023 10:12:29,"<li style=""padding-bottom:.5em"">N.J. weather: Up to 8 inches of snow now in forecast for parts of state. Winter storm warnings issued. (<a href=""https://www.nj.com/weather/2023/02/nj-weather-up-to-8-inches-of-snow-now-in-forecast-for-parts-of-state-winter-storm-warnings-issued.html"">NJ.com</a>)",
,-,
28/02/2023 09:14:02,"<li style=""padding-bottom:.5em"">Murphy staffers, Elizabeth mayor approved to sit on Port Authority board (<a href=""https://newjerseymonitor.com/2023/02/28/murphy-staffers-elizabeth-mayor-approved-to-sit-on-port-authority-board/"">NJ Monitor</a>)",
28/02/2023 09:13:33,"<li style=""padding-bottom:.5em"">Senate, Assembly both push off vote on Election Transparency Act (<a href=""https://newjerseyglobe.com/legislature/senate-pushes-off-vote-on-election-transparency-act/"">NJ Globe</a>)",
28/02/2023 09:15:49,"<li style=""padding-bottom:.5em"">NJ braces for 'dicey' morning commute: What to expect on roads and rails, at the airports (<a href=""https://www.northjersey.com/story/news/local/2023/02/27/snow-roads-nj-transit-storm-north-jersey/69951267007/"">NorthJersey.com</a>)",
28/02/2023 09:16:48,"<li style=""padding-bottom:.5em"">ANCHOR deadline is today. If you can’t get through to helpline on the phone, do this, state says. (<a href=""https://www.nj.com/news/2023/02/anchor-deadline-is-today-if-you-cant-get-through-to-helpline-on-the-phone-do-this-state-says.html"">NJ.com</a>)",
,-,
02/03/2023 09:25:46,"<li style=""padding-bottom:.5em"">Spring water from near toxic Ohio train derailment to be pulled from N.J. stores (<a href=""https://www.nj.com/news/2023/03/spring-water-from-near-toxic-ohio-train-derailment-pulled-from-nj-stores.html"">NJ.com</a>)",
02/03/2023 09:33:28,"<li style=""padding-bottom:.5em"">U.S. Supreme Court signals sympathy with New Jersey’s bid to exit port watchdog (<a href=""https://newjerseymonitor.com/2023/03/01/u-s-supreme-court-signals-sympathy-with-new-jerseys-bid-to-exit-port-watchdog/"">NJ Monitor</a>)",
02/03/2023 09:39:24,"<li style=""padding-bottom:.5em"">Revised revenue forecast adds almost $3.7B to state coffers (<a href=""https://www.njspotlightnews.org/2023/03/higher-than-expected-revenue-forecast-for-fy2023-could-help-pay-down-new-jerseys-high-bonded-debt/"">NJ Spotlight News</a>)",
,-,
06/03/2023 10:26:40,"<li style=""padding-bottom:.5em"">The future of airport security is here at Newark Airport’s new $2.7B Terminal A (<a href=""https://www.nj.com/news/2023/03/the-future-of-airport-security-is-here-at-newark-airports-new-27b-terminal-a.html"">NJ.com</a>)",
06/03/2023 10:26:32,"<li style=""padding-bottom:.5em"">N.J. Senator Menendez co-launches bill to give ATF, FBI gun tracking power (<a href=""https://whyy.org/articles/n-j-senator-menendez-co-launches-bill-atf-fbi-gun-tracking-power/"">WHYY</a>)",
06/03/2023 10:31:31,"<li style=""padding-bottom:.5em"">Governor Murphy wants $90M to replace scandal-plagued women’s prison (<a href=""https://newjerseymonitor.com/briefs/governor-murphy-wants-90m-to-replace-scandal-plagued-womens-prison/"">NJ Monitor</a>)",
,-,
07/03/2023 08:56:22,"<li style=""padding-bottom:.5em"">NJ state budget: This is why Democrats 'do not want drama' (<a href=""https://www.app.com/story/news/new-jersey/2023/03/07/nj-state-budget-democrats-facing-reelection-want-to-avoid-drama/69978555007/"">Asbury Park Press</a>)",
07/03/2023 08:55:39,"<li style=""padding-bottom:.5em"">Judges revive complaint that state is not providing enough funding to Lakewood’s schools (<a href=""https://newjerseymonitor.com/2023/03/07/judges-revive-complaint-that-state-is-not-providing-enough-funding-to-lakewoods-schools/"">NJ Monitor</a>)",
07/03/2023 08:55:24,"<li style=""padding-bottom:.5em"">Emergency food network braces for demand surge as federal benefit ends (<a href=""https://www.njspotlightnews.org/2023/03/hunger-cliff-feared-as-federal-emergency-benefits-end-nj-food-pantries-expect-increased-demand/"">NJ Spotlight News</a>)",
,-,
08/03/2023 09:43:25,"<li style=""padding-bottom:.5em"">Companies that got huge tax breaks in NJ's poorest city barely employ its residents (<a href=""https://gothamist.com/news/companies-that-got-huge-tax-breaks-in-njs-poorest-city-employ-barely-its-residents"">Gothamist</a>)",
08/03/2023 10:43:44,"<li style=""padding-bottom:.5em"">Atlantic County workers ask for living wage in new contracts (<a href=""https://pressofatlanticcity.com/news/local/atlantic-county-workers-ask-for-living-wage-in-new-contracts/article_d61b7308-bd3b-11ed-bcf5-d3200fe6b4aa.html"">Press of Atlantic City</a>)",
08/03/2023 10:49:33,"<li style=""padding-bottom:.5em"">Montclair State University police chief refused to promote minorities, lawsuit says (<a href=""https://www.nj.com/passaic-county/2023/03/nj-universitys-police-chief-refused-to-promote-minorities-lawsuit-says.html"">NJ.com</a>)",
2023-03-08 10:54:59,"<li style=""padding-bottom:.5em"">N.J. banned TikTok on state phones. Why is the state’s TikTok account still active? (<a href=""https://newjerseymonitor.com/2023/03/08/n-j-banned-tiktok-on-state-phones-why-is-the-states-tiktok-account-still-active/"">NJ Monitor</a>)",
,-,
13/03/2023 10:13:12,"<li style=""padding-bottom:.5em"">A Q&A update: On collapse of Silicon Valley Bank – and how hundreds of N.J. companies have been impacted (<a href=""https://www.roi-nj.com/2023/03/13/finance/a-qa-update-on-collapse-of-silicon-valley-bank-and-how-hundreds-of-n-j-companies-have-been-impacted/"">ROI-NJ</a>)",
13/03/2023 10:13:33,"<li style=""padding-bottom:.5em"">Encounters with police have killed 46 in NJ, highest number of deaths in Paterson (<a href=""https://www.njspotlightnews.org/2023/03/recent-police-involved-shootings-bring-to-46-the-number-of-people-in-nj-whove-died-in-police-encounters/"">NJ Spotlight News</a>)",
13/03/2023 10:17:04,"<li style=""padding-bottom:.5em"">Rutgers University faculty votes to strike (<a href=""https://www.northjersey.com/story/news/education/2023/03/10/rutgers-university-nj-strike-voted-by-faculty-shutdown-classes-threatened/69993724007/"">NorthJersey.com</a>)",
2023-03-13 10:14:03,"<li style=""padding-bottom:.5em"">N.J. weather: Nasty nor’easter could dump 12+ inches of snow in parts of state with 45 mph wind gusts (<a href=""https://www.nj.com/weather/2023/03/nj-weather-nasty-noreaster-could-dump-12-inches-of-snow-in-parts-of-state-with-45-mph-wind-gusts.html"">NJ.com</a>)",
,-,
14/03/2023 09:07:14,"<li style=""padding-bottom:.5em"">Report: Latinas, despite deplorable work conditions, now make up 9% of state’s workforce (<a href=""https://www.roi-nj.com/2023/03/14/diversity-inclusion/report-latinas-despite-deplorable-work-conditions-now-make-up-9-of-states-workforce/"">ROI-NJ</a>)",
14/03/2023 09:09:32,"<li style=""padding-bottom:.5em"">Rutgers study calls for more investment in Hispanic Women’s Resource Centers (<a href=""https://newjerseymonitor.com/2023/03/14/rutgers-study-calls-for-more-investment-in-hispanic-womens-resource-centers/"">NJ Monitor</a>)",
14/03/2023 09:11:09,"<li style=""padding-bottom:.5em"">Six nominees for Superior Court approved, many more awaited (<a href=""https://www.njspotlightnews.org/video/six-nominees-for-superior-court-approved-many-more-awaited/"">NJ Spotlight News</a>)",
,-,
15/03/2023 12:19:02,"<li style=""padding-bottom:.5em"">N.J.’s most populous county needs promised light rail extension, lawmaker says (<a href=""https://www.nj.com/news/2023/03/njs-most-populous-county-needs-promised-light-rail-extension-lawmaker-says.html"">NJ.com</a>)",
15/03/2023 12:21:20,"<li style=""padding-bottom:.5em"">Sentencing delayed for political operative at center of bizarre NJ murder for hire case (<a href=""https://www.northjersey.com/story/news/state/2023/03/14/sentencing-nj-murder-hire-case-sean-caddle-michael-galdieri/70008718007/"">NorthJersey.com</a>)",
15/03/2023 12:21:09,"<li style=""padding-bottom:.5em"">List grows of lawmakers retiring before next round of legislative elections (<a href=""https://newjerseymonitor.com/2023/03/15/list-grows-of-lawmakers-retiring-before-next-round-of-legislative-elections/"">NJ Monitor</a>)",
15/03/2023 12:19:41,"<li style=""padding-bottom:.5em"">Murphy defends his move to end big tax hike on N.J. corporations (<a href=""https://www.nj.com/politics/2023/03/murphy-defends-his-move-to-end-big-tax-hike-on-nj-corporations.html"">NJ.com</a>)",
,-,
16/03/2023 12:14:11,"<li style=""padding-bottom:.5em"">N.J.’s largest weed seller fired whistleblower as retaliation, lawsuit says (<a href=""https://www.nj.com/marijuana/2023/03/njs-largest-weed-seller-fired-whistleblower-as-retaliation-lawsuit-says.html"">NJ.com</a>)",
16/03/2023 12:18:27,"<li style=""padding-bottom:.5em"">DEP: No credible evidence of wind work harming whales (<a href=""https://pressofatlanticcity.com/news/local/dep-no-credible-evidence-of-wind-work-harming-whales/article_9be431c6-c370-11ed-9c88-cbcf63bf0f58.html"">Press of Atlantic City</a>)",
16/03/2023 12:18:18,"<li style=""padding-bottom:.5em"">Former NJ state Sen. Ron Rice has died (<a href=""https://www.njspotlightnews.org/video/former-nj-state-sen-ron-rice-has-died/"">NJ Spotlight News</a>)",
16/03/2023 12:17:16,"<li style=""padding-bottom:.5em"">Over half of Monmouth, Ocean nursing homes have COVID outbreaks; most staff unboosted (<a href=""https://www.app.com/story/news/health/2023/03/16/half-of-monmouth-ocean-nursing-homes-have-covid-outbreaks/69854823007/"">Asbury Park Press</a>)",
16/03/2023 12:19:05,"<li style=""padding-bottom:.5em"">Feds propose PFAS limits tighter than NJ’s current restrictions (<a href=""https://www.njspotlightnews.org/2023/03/epa-tightens-limits-on-pfas-chemicals-in-water-pfos-pfoa-pfna/"">NJ Spotlight News</a>)",
,-,
20/03/2023 11:18:57,"<li style=""padding-bottom:.5em"">NJ MVC is fully ready to help drivers obtain Real ID. Here's how (<a href=""https://www.northjersey.com/story/news/new-jersey/2023/03/20/nj-real-id-how-drivers-can-obtain-federal-compliant-identification/70020507007/"">NorthJersey.com</a>)",
20/03/2023 11:18:06,"<li style=""padding-bottom:.5em"">N.J. gun owners criticize ‘egregious delays’ in concealed carry permit process (<a href=""https://newjerseymonitor.com/2023/03/20/n-j-gun-owners-blast-egregious-delays-in-concealed-carry-permit-process/"">NJ Monitor</a>)",
20/03/2023 11:17:36,"<li style=""padding-bottom:.5em"">Social media ‘fight pages’ at N.J. high schools in the spotlight after student suicide (<a href=""https://www.nj.com/education/2023/03/social-media-fight-pages-at-nj-high-schools-in-the-spotlight-after-student-suicide.html"">NJ.com</a>)",
20/03/2023 11:19:29,"<li style=""padding-bottom:.5em"">Campaign finance regulator claims Murphy forcing him out (<a href=""https://www.njspotlightnews.org/2023/03/campaign-finance-regulator-files-lawsuit-against-murphy/"">NJ Spotlight News</a>)",
20/03/2023 11:19:03,"<li style=""padding-bottom:.5em"">Jersey man admits to mass-mailing elder fraud scheme (<a href=""https://njbiz.com/jersey-man-admits-to-mass-mailing-elder-fraud-scheme/"">NJBIZ</a>)",
,-,
21/03/2023 08:24:56,"<li style=""padding-bottom:.5em"">NJ Senate passes money-in-politics overhaul that would give Phil Murphy sway over election watchdog (<a href=""https://www.northjersey.com/story/news/state/2023/03/20/nj-senate-passes-elections-transparency-act-phil-murphy-watchdog/70029675007/"">NorthJersey.com</a>)",
21/03/2023 08:27:04,"<li style=""padding-bottom:.5em"">Lawmakers fast-track $103M in new funding for school districts reeling from state aid cuts (<a href=""https://newjerseymonitor.com/2023/03/20/lawmakers-fast-track-103m-in-new-funding-for-school-districts-reeling-from-state-aid-cuts/"">NJ Monitor</a>)",
21/03/2023 08:26:44,"<li style=""padding-bottom:.5em"">Why does poverty exist? Because America allows it to exist, author says (<a href=""https://www.njspotlightnews.org/2023/03/matthew-desmond-poverty-by-america-keeanga-yamahtta-taylor-antonio-gramsci-war-on-poverty-lyndon-johnson-affordable-care-act-fair-share-housing-center-state-supreme-court-affordable/"">NJ Spotlight News</a>)",
21/03/2023 08:26:19,"<li style=""padding-bottom:.5em"">Senate at last passes Elections Transparency Act, with nearly all Democrats falling in line (<a href=""https://newjerseyglobe.com/legislature/senate-at-last-passes-elections-transparency-act-with-nearly-all-democrats-falling-in-line/"">NJ Globe</a>)",
21/03/2023 08:25:25,"<li style=""padding-bottom:.5em"">We’re No. 1 … on list of toughest areas to find an apartment (<a href=""https://www.roi-nj.com/2023/03/20/real_estate/were-no-1-on-list-of-toughest-areas-to-find-an-apartment/"">ROI-NJ</a>)",
,-,
22/03/2023 07:52:49,"<li style=""padding-bottom:.5em"">Election law watchdog to face hearing over allegations of homophobia, racism (<a href=""https://newjerseymonitor.com/2023/03/21/election-law-watchdog-to-face-hearing-over-alleged-homophobic-email/"">NJ Monitor</a>)",
22/03/2023 07:54:59,"<li style=""padding-bottom:.5em"">Coalition of top business and labor groups encourage support for advanced recycling legislation (<a href=""https://www.roi-nj.com/2023/03/22/industry/coalition-of-top-business-and-labor-groups-encourage-support-for-advanced-recycling-legislation/"">ROI-NJ</a>)",
